Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars
2025-09-13 12:06:59 UTC	UFA 2025	Pools	Winners Round 1	846442	2345859	2	0	N/A	N/A
2025-09-13 12:06:47 UTC	UFA 2025	Pools	Winners Round 1	3302078	2995752	2	0	N/A	N/A
2025-09-13 12:03:56 UTC	UFA 2025	Pools	Winners Round 2	2080212	2051281	W (DQ/FF)	L (DQ/FF)	N/A	N/A
2025-09-13 11:47:34 UTC	UFA 2025	Pools	Losers Semi-Final	214100	360353	2	1	Terry	Ken
2025-09-13 11:42:03 UTC	UFA 2025	Pools	Losers Semi-Final	3942450	512988	2	0	N/A	N/A
2025-09-13 11:40:09 UTC	UFA 2025	Pools	Winners Final	3285802	547837	2	0	N/A	N/A
2025-09-13 11:39:09 UTC	UFA 2025	Pools	Winners Final	237340	1286590	2	0	N/A	N/A
2025-09-13 11:36:00 UTC	UFA 2025	Pools	Losers Quarter-Final	3942450	4070895	2	1	N/A	N/A
2025-09-13 11:31:17 UTC	UFA 2025	Pools	Losers Quarter-Final	360353	373640	2	0	Ken	Ken
2025-09-13 11:30:38 UTC	UFA 2025	Pools	Winners Final	141329	394851	2	0	N/A	N/A
2025-09-13 11:30:21 UTC	UFA 2025	Pools	Losers Quarter-Final	214100	174929	2	0	Terry	Sagat
2025-09-13 11:29:18 UTC	UFA 2025	Pools	Losers Semi-Final	2441054	4332082	2	0	N/A	N/A
2025-09-13 11:29:02 UTC	UFA 2025	Pools	Winners Final	349616	368377	2	0	N/A	N/A
2025-09-13 11:25:04 UTC	UFA 2025	Pools	Losers Round 5	4070895	693147	2	1	N/A	N/A
2025-09-13 11:23:49 UTC	UFA 2025	Pools	Losers Round 4	373640	3992153	2	0	Ken	Akuma
2025-09-13 11:23:43 UTC	UFA 2025	Pools	Losers Quarter-Final	512988	515017	2	1	N/A	N/A
2025-09-13 11:22:39 UTC	UFA 2025	Pools	Losers Round 4	174929	3475357	2	1	Sagat	E. Honda
2025-09-13 11:20:54 UTC	UFA 2025	Pools	Losers Quarter-Final	4332082	3581483	2	1	N/A	N/A
2025-09-13 11:19:57 UTC	UFA 2025	Pools	Winners Semi-Final	141329	3942450	2	0	N/A	N/A
2025-09-13 11:18:07 UTC	UFA 2025	Pools	Losers Quarter-Final	135910	390352	2	0	N/A	N/A
2025-09-13 11:17:20 UTC	UFA 2025	Pools	Losers Quarter-Final	240230	392721	2	0	N/A	N/A
2025-09-13 11:14:02 UTC	UFA 2025	Pools	Losers Round 4	4070895	4537119	2	0	N/A	N/A
