Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars
2025-05-25 00:05:18 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	70855	153524	2	0	N/A	N/A
2025-05-25 00:05:10 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	135910	2209027	2	0	N/A	N/A
2025-05-25 00:05:07 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	1810739	259852	2	0	N/A	N/A
2025-05-25 00:05:03 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	1810739	10275	2	0	N/A	N/A
2025-05-25 00:04:53 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	3935651	1264404	2	0	N/A	N/A
2025-05-25 00:04:49 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	259696	3497818	2	1	N/A	N/A
2025-05-25 00:03:25 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	232824	154091	2	1	N/A	N/A
2025-05-25 00:00:01 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	131806	385608	2	0	N/A	N/A
2025-05-24 23:59:30 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	2091534	60989	2	1	N/A	N/A
2025-05-24 23:58:23 UTC	COMBO BREAKER 2025	Round 2	Winners Round 1	404179	710711	2	1	N/A	N/A
2025-05-24 23:57:35 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	226786	518471	2	1	N/A	N/A
2025-05-24 23:57:23 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	486860	141095	2	1	N/A	N/A
2025-05-24 23:56:37 UTC	COMBO BREAKER 2025	Round 2	Losers Round 3	175316	3564235	2	1	N/A	N/A
2025-05-24 23:55:47 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	405400	398581	2	0	N/A	N/A
2025-05-24 23:55:26 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	1387256	2524831	2	1	N/A	N/A
2025-05-24 23:55:18 UTC	COMBO BREAKER 2025	Round 2	Winners Quarter-Final	4143648	766299	2	0	N/A	N/A
2025-05-24 23:55:12 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	60981	4415290	2	0	N/A	N/A
2025-05-24 23:55:05 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	1263921	2040861	2	1	N/A	N/A
2025-05-24 23:51:26 UTC	COMBO BREAKER 2025	Round 2	Losers Round 2	3497818	2640882	2	0	N/A	N/A
