playerId	playerTag	last_game_date	latest_rating	best_rating	worst_rating	diff_rating	rank	diff_rank	updated	win_rate	game_n	win_n	lose_n
1939972	Drunin	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
1989918	Mo	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
2070755	Lrsel	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
2168882	Groovy Taxi	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
1645315	FiveFour	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
3361984	wumbo3000	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
701768	TRIDER101	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3365065	Swampfather	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3366019	DannyMilk	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3366217	Sillawok	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3366467	Two Gold	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
3367147	Julez	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
3368251	LAYAK999	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
3369242	YOUAPURP	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3209871	patrick	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
3363501	Daystar	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
2911306	INFINTIE_SGE	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
580801	Saint Sunday	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
529155	peas	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
150209	Probable Cause	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
172395	vulva	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
342787	kilomax	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
498403	Zen	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
492950	Pistol p 212	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
439970	Lord Hoveround	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.3333333333333333	3.0	1.0	2.0
176364	KCO-Cruz	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
438175	NoTHX	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	2.0	1.0	1.0
272699	whatevir	2023-08-06	1495	1500	1495	-5	3486	-3485	True	0.5	4.0	2.0	2.0
